0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
18594770	Hyde by Plan B	1	Gurgaon	14/3, Old Delhi Gurgaon Road, Near Infocity, Sector 21, Gurgaon	Sector 21	Sector 21, Gurgaon	77.0719989762	28.5082359860	North Indian, Chinese, Italian	1000	Rs.	0	0	0	0	3	4.0	5BA829	Very Good	186
18586980	Cafe NH8 - Radisson	1	Gurgaon	Near Plot 406, Phase 3, Udyog Vihar, Gurgaon	Radisson, Udyog Vihar	Radisson, Udyog Vihar, Gurgaon	77.0917879790	28.5093028119	Continental, Italian, North Indian, Asian	2500	Rs.	1	1	0	0	4	4.0	5BA829	Very Good	146
18607524	Blue Plate 	1	New Delhi	WZ-306T, Data Ram Marg, Sector 7, Dwarka	Sector 7, Dwarka	Sector 7, Dwarka, New Delhi	77.0738493651	28.5920445110	North Indian, Chinese, Momos	750	Rs.	0	1	0	0	2	4.0	5BA829	Very Good	1455
18458626	Happy Hakka	1	New Delhi	RZ C 88, Ground Floor, Mahavir Vihar, Near Police Chowki, Sector 1, Near Sector 2, Dwarka, New Delhi	Sector 2, Dwarka	Sector 2, Dwarka, New Delhi	77.0736520000	28.5946500000	Chinese, Asian	650	Rs.	0	1	0	0	2	4.0	5BA829	Very Good	651
18709589	Dominos Pizza	1	Surat	Ground Floor Shop No. 1, 2, 3, 4, and 5, Revenue Survey No. 4/1/A, Block No. 12 & 13, Esppace, Near Bhagwan Mahavir College, VIP Road, Village-Bharthana (Vesu), Surat	Vesu	Vesu, Surat	72.7963972100	30.2458000000	Pizza, Fast Food	700	Rs.	0	0	0	0	2	3.6	9ACD32	Good	236
18249110	Domino's Pizza	1	New Delhi	Ground Floor, Khasra 73, Nasirpur, Palam Dabri Road, Mahavir Enclave, Palam, New Delhi	Palam	Palam, New Delhi	77.0815825090	28.5986006442	Pizza, Fast Food	600	Rs.	0	0	0	0	2	3.7	9ACD32	Good	417
18686079	Desi Chullha	1	New Delhi	306T, Data Ram Marg, Plot number 2,  Sector 7, Dwarka	Sector 7, Dwarka	Sector 7, Dwarka, New Delhi	77.0736481994	28.5919653203	North Indian	450	Rs.	0	1	0	0	1	3.6	9ACD32	Good	319
18492031	Domino's Pizza	1	New Delhi	Ground Floor, Plot 3 & 4, Near HDFC Bank, Municipal RZ- 1/13, Village Palam, Palam Main Road, Raj Nagar, Sector 7, Dwarka	Sector 7, Dwarka	Sector 7, Dwarka, New Delhi	77.0907951500	28.5838655600	Pizza, Fast Food	600	Rs.	0	0	0	0	2	3.9	9ACD32	Good	298
18538258	The White Pepper	1	New Delhi	13, Ground Floor, Satyaniketan, New Delhi	Satyaniketan	Satyaniketan, New Delhi	77.0972136000	28.5877463000	North Indian	800	Rs.	0	0	0	0	2	3.7	9ACD32	Good	158
18449798	Domino's Pizza	1	New Delhi	Puran Nagar Main Road, Palam Colony, Palam, New Delhi	Palam	Palam, New Delhi	77.0851947740	28.5874013049	Pizza, Fast Food	600	Rs.	0	0	0	0	2	3.7	9ACD32	Good	152
307386	The Green Leaf	1	New Delhi	RZ-C-88, Mahavir Vihar, Main Road, Near Police Chowki, Sector 1, Dwarka	Sector 2, Dwarka	Sector 2, Dwarka, New Delhi	77.0734226000	28.5950200000	North Indian, Chinese	400	Rs.	0	1	0	0	1	3.7	9ACD32	Good	159
18562836	Diggin	1	New Delhi	10, Santushti Shopping Complex, Race Course Road, Chanakyapuri, New Delhi	Chanakyapuri	Chanakyapuri, New Delhi	77.1979186311	28.5951114110	Italian, Continental, Cafe, Salad	1400	Rs.	0	0	0	0	3	4.3	5BA829	Very Good	2052
18279460	Cafeteria & Co.	1	New Delhi	293, Near Moti Bagh, Satyaniketan, New Delhi	Satyaniketan	Satyaniketan, New Delhi	77.1691415000	28.5886940000	Continental, Mexican, Fast Food	900	Rs.	0	1	0	0	2	4.4	5BA829	Very Good	2041
18265393	Sanadige	1	New Delhi	22/48, Commercial Centre, Chanakyapuri, New Delhi	Chanakyapuri	Chanakyapuri, New Delhi	77.1869846061	28.6018804708	Seafood, North Indian, Mangalorean	2200	Rs.	0	1	0	0	4	4.7	3F7E00	Excellent	1578
2742	Bukhara - ITC Maurya	1	New Delhi	ITC Maurya, Chanakyapuri, New Delhi	ITC Maurya, Chanakyapuri	ITC Maurya, Chanakyapuri, New Delhi	77.1725697443	28.5977225329	North Indian, Kebab	6500	Rs.	0	0	0	0	4	4.4	5BA829	Very Good	3988
3466	QD's Restaurant	1	New Delhi	294, Satyaniketan Market, Near Venkateshwara College, Satyaniketan, New Delhi	Satyaniketan	Satyaniketan, New Delhi	77.1691512689	28.5886430853	Chinese, North Indian, Continental, Momos	800	Rs.	0	1	0	0	2	4.1	5BA829	Very Good	3548
307571	Wood Box Cafe	1	New Delhi	Shop 288, Opposite Venkateswara College, Satyaniketan, New Delhi	Satyaniketan	Satyaniketan, New Delhi	77.1688719000	28.5886682000	Cafe, Fast Food, Italian, Chinese, Salad, Momos	850	Rs.	0	1	0	0	2	4.2	5BA829	Very Good	2160
18336489	#OFF Campus	1	New Delhi	284, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi	Satyaniketan	Satyaniketan, New Delhi	77.1687707305	28.5884113934	Cafe, Continental, Italian, Fast Food, Momos	800	Rs.	0	0	0	0	2	4.0	5BA829	Very Good	1228
310543	The Potbelly	1	New Delhi	Plot 15, Bihar Niwas, Behind Yashwant Place, Chanakyapuri, New Delhi	Chanakyapuri	Chanakyapuri, New Delhi	77.1877319366	28.5837456515	Bihari, Cafe	1000	Rs.	0	1	0	0	3	4.2	5BA829	Very Good	993
306320	Amour Bistro	1	New Delhi	10/48, Malcha Marg Shopping Complex, Chanakyapuri, New Delhi	Chanakyapuri	Chanakyapuri, New Delhi	77.1863003075	28.6015858146	Continental, Italian, Mediterranean	2000	Rs.	0	0	0	0	4	4.1	5BA829	Very Good	1070
3077	Pirates of Grill	1	New Delhi	C-12, Vishal Enclave, Main Nazafgarh Road, Rajouri Garden, New Delhi	Rajouri Garden	Rajouri Garden, New Delhi	77.1183368191	28.6474754040	North Indian, Continental, Mughlai, Asian	1500	Rs.	0	0	0	0	3	4.6	3F7E00	Excellent	4354
18472653	Marine Drivve - Club & Courtyard	1	New Delhi	A-2, Vishal Enclave, Opposite Metro Pillar 412, Rajouri Garden, New Delhi	Rajouri Garden	Rajouri Garden, New Delhi	77.1187877655	28.6477955297	North Indian, Chinese, Italian, Momos	1300	Rs.	1	0	0	0	3	4.6	3F7E00	Excellent	2122
18611498	Decode	1	New Delhi	J2/1 ,BK Dutta Market, Rajouri Garden, New Delhi	Rajouri Garden	Rajouri Garden, New Delhi	77.1203575283	28.6477281504	Modern Indian, Finger Food	1200	Rs.	0	0	0	0	3	4.5	3F7E00	Excellent	2401
18602048	Duty Free	1	New Delhi	"C-10, Upper Ground Floor,Vishal
 Enclave, Rajouri Garden"	Rajouri Garden	Rajouri Garden, New Delhi	77.1181661636	28.6473450584	Continental, Mexican, North Indian, Momos	900	Rs.	0	0	0	0	2	4.1	5BA829	Very Good	2433
18673995	Midnight Drivve	1	New Delhi	Rajouri Garden, New Delhi	Rajouri Garden	Rajouri Garden, New Delhi	77.1192675456	28.6479470595	North Indian	750	Rs.	0	1	0	0	2	4.5	3F7E00	Excellent	803
18486871	Mealodrama Modern Bistro	1	New Delhi	A-6, 2nd Floor, Vishal Enclave, Rajouri Garden, New Delhi	Rajouri Garden	Rajouri Garden, New Delhi	77.1193225309	28.6479985501	North Indian, Chinese, Continental, Momos	1200	Rs.	0	1	0	0	3	4.7	3F7E00	Excellent	1240
18607069	Chili's Grill & Bar	1	New Delhi	S 8 & 9, 2nd Floor, Pacific Mall, Tagore Garden, New Delhi	Pacific Mall, Tagore Garden	Pacific Mall, Tagore Garden, New Delhi	77.1064643562	28.6420854936	Mexican, American, Italian, Salad	1500	Rs.	0	1	0	0	3	4.5	3F7E00	Excellent	1435
18709261	TFIF - The Future is Female	1	New Delhi	A-6, Vishal Enclave, Rajouri Garden, New Delhi	Rajouri Garden	Rajouri Garden, New Delhi	77.1192377061	28.6478940976	North Indian, Chinese, Continental, Momos	1000	Rs.	0	0	0	0	3	4.4	5BA829	Very Good	683
17953943	The Burger Club	1	New Delhi	Z-9, Opposite Metro Pillar 420, Rajouri Garden, New Delhi	Rajouri Garden	Rajouri Garden, New Delhi	77.1173608303	28.6461313361	Burger, Fast Food	400	Rs.	0	1	0	0	1	4.1	5BA829	Very Good	1965
18597341	The Mughal Trail	1	New Delhi	BK Dutt Market, Rajouri Garden, New Delhi	Rajouri Garden	Rajouri Garden, New Delhi	77.1283400000	28.6318540000	North Indian, Mughlai	500	Rs.	0	1	0	0	2	4.8	3F7E00	Excellent	1051
18674676	Imly	1	New Delhi	BF-1, Jail Road, New Delhi	Jail Road	Jail Road, New Delhi	77.1011026204	28.6254199799	Street Food, North Indian, Chinese, Continental	700	Rs.	0	1	0	0	2	4.2	5BA829	Very Good	528
17977777	The Barbeque Company	1	New Delhi	HL 1-2, L Block, Jail Road, New Delhi	Jail Road	Jail Road, New Delhi	77.1013862640	28.6255159202	North Indian, Chinese, BBQ	1200	Rs.	0	0	0	0	3	4.4	5BA829	Very Good	2640
18629308	Brooklyn Pizza Co	1	New Delhi	Rajouri Garden, New Delhi	Rajouri Garden	Rajouri Garden, New Delhi	77.1283400000	28.6318540000	Pizza, Italian	600	Rs.	0	1	0	0	2	4.8	3F7E00	Excellent	652
977	Chawla Family Restaurant	1	New Delhi	52-53,  Opposite Surya, DDA Market, Rajouri Garden, New Delhi	Rajouri Garden	Rajouri Garden, New Delhi	77.1201892197	28.6386951046	North Indian, Chinese	700	Rs.	0	0	0	0	2	4.0	5BA829	Very Good	845
18591635	Burger Singh	1	New Delhi	HL- 6 Panna Market, Jail Road, New Delhi	Jail Road	Jail Road, New Delhi	77.1012447774	28.6258281670	Burger, Fast Food	300	Rs.	0	1	0	0	1	3.9	9ACD32	Good	455
312999	Sardarji Malai Chaap Wale	1	New Delhi	5,6 & 7 - 4/64 Subhash Nagar	Subhash Nagar	Subhash Nagar, New Delhi	77.1135128662	28.6378335128	Fast Food, North Indian	300	Rs.	0	1	0	0	1	3.9	9ACD32	Good	586
18286490	Hunger Must Die	1	New Delhi	Malviya Nagar, New Delhi	Malviya Nagar	Malviya Nagar, New Delhi	77.2089790553	28.5335016294	Italian, North Indian, Chinese, Mughlai	500	Rs.	0	1	0	0	2	3.9	9ACD32	Good	481
4032	Khalsa Parivar Restaurant	1	New Delhi	12, Facility Center, Opposite CNG Station, Mayapuri Phase 2, New Delhi	Mayapuri Phase 2	Mayapuri Phase 2, New Delhi	77.1132429689	28.6179840466	North Indian, Chinese, Mughlai	600	Rs.	0	1	0	0	2	3.9	9ACD32	Good	419
5059	Om Sweets & Snacks	1	New Delhi	GL-23, Hari Nagar, Jail Road, New Delhi	Jail Road	Jail Road, New Delhi	77.1000954509	28.6278269952	North Indian, South Indian, Chinese, Street Food, Mithai	500	Rs.	0	1	1	0	2	4.1	5BA829	Very Good	1582
18429191	Singla's	1	New Delhi	2/13, Mall Road, Near Metro Tilak Nagar Station, Tilak Nagar, New Delhi	Tilak Nagar	Tilak Nagar, New Delhi	77.0939042419	28.6367341491	North Indian, South Indian, Chinese, Fast Food	700	Rs.	0	1	1	0	2	3.8	9ACD32	Good	780
18607069	Chili's Grill & Bar	1	New Delhi	S 8 & 9, 2nd Floor, Pacific Mall, Tagore Garden, New Delhi	Pacific Mall, Tagore Garden	Pacific Mall, Tagore Garden, New Delhi	77.1064643562	28.6420854936	Mexican, American, Italian, Salad	1500	Rs.	0	1	0	0	3	4.5	3F7E00	Excellent	1435
304382	Manjeet Chicken Corner	1	New Delhi	Shop 4-8, DDA Market, Jail Road, New Delhi	Jail Road	Jail Road, New Delhi	77.0979238674	28.6313619322	North Indian, Mughlai	600	Rs.	0	1	0	0	2	3.9	9ACD32	Good	802
301998	Punjab Grill	1	New Delhi	Pacific Mall, Tagore Garden, New Delhi	Pacific Mall, Tagore Garden	Pacific Mall, Tagore Garden, New Delhi	77.1064026654	28.6428040466	North Indian, Kebab	2000	Rs.	0	1	0	0	4	4.3	5BA829	Very Good	2284
306517	The Tummy Section	1	New Delhi	23/1, Shop 4, Prem Nagar, Jail Road, New Delhi	Jail Road	Jail Road, New Delhi	77.0971446857	28.6347878705	Chinese, Lebanese, Fast Food, Pizza, Momos	350	Rs.	0	1	0	0	1	4.2	5BA829	Very Good	1204
18435799	Cafe Delhi Heights	1	New Delhi	Pacific Mall, Tagore Garden, New Delhi	Pacific Mall, Tagore Garden	Pacific Mall, Tagore Garden, New Delhi	77.1064154059	28.6421172725	Continental, Asian, Modern Indian, Cafe, Italian	2000	Rs.	0	0	0	0	4	4.1	5BA829	Very Good	708
3990	Kwality Dhaba	1	New Delhi	WZ-38, Uggarsain Market, Ashok Nagar, Subhash Nagar, New Delhi	Subhash Nagar	Subhash Nagar, New Delhi	77.1012923867	28.6373944749	North Indian, Chinese	450	Rs.	0	1	0	0	1	4.0	5BA829	Very Good	763
18322665	Wah Ji Wah	1	New Delhi	Shop Shop # 1,B-32, Community Centre, Janakpuri	Janakpuri	Janakpuri, New Delhi	77.0910761878	28.6287233949	North Indian, Chinese, Rolls, Momos	450	Rs.	0	1	1	0	1	3.4	CDD614	Average	757
5059	Om Sweets & Snacks	1	New Delhi	GL-23, Hari Nagar, Jail Road, New Delhi	Jail Road	Jail Road, New Delhi	77.1000954509	28.6278269952	North Indian, South Indian, Chinese, Street Food, Mithai	500	Rs.	0	1	1	0	2	4.1	5BA829	Very Good	1582
4020	Prem Chinese Fast Food	1	New Delhi	23, C4E Market, Janakpuri, New Delhi	Janakpuri	Janakpuri, New Delhi	77.0898383483	28.6158517030	Chinese, Street Food, Momos	350	Rs.	0	1	0	0	1	3.9	9ACD32	Good	1164
3373	BTW	1	New Delhi	G-1/2, West End Mall, Near District Centre, Janakpuri, New Delhi	West End Mall, Janak Puri	West End Mall, Janak Puri, New Delhi	77.0798880234	28.6298831706	South Indian, Street Food	400	Rs.	0	1	0	0	1	3.9	9ACD32	Good	1164
18674676	Imly	1	New Delhi	BF-1, Jail Road, New Delhi	Jail Road	Jail Road, New Delhi	77.1011026204	28.6254199799	Street Food, North Indian, Chinese, Continental	700	Rs.	0	1	0	0	2	4.2	5BA829	Very Good	528
17977777	The Barbeque Company	1	New Delhi	HL 1-2, L Block, Jail Road, New Delhi	Jail Road	Jail Road, New Delhi	77.1013862640	28.6255159202	North Indian, Chinese, BBQ	1200	Rs.	0	0	0	0	3	4.4	5BA829	Very Good	2640
304382	Manjeet Chicken Corner	1	New Delhi	Shop 4-8, DDA Market, Jail Road, New Delhi	Jail Road	Jail Road, New Delhi	77.0979238674	28.6313619322	North Indian, Mughlai	600	Rs.	0	1	0	0	2	3.9	9ACD32	Good	802
306517	The Tummy Section	1	New Delhi	23/1, Shop 4, Prem Nagar, Jail Road, New Delhi	Jail Road	Jail Road, New Delhi	77.0971446857	28.6347878705	Chinese, Lebanese, Fast Food, Pizza, Momos	350	Rs.	0	1	0	0	1	4.2	5BA829	Very Good	1204
833	Berco's	1	New Delhi	R-2, DDA Building, District Center, Janak Palace, Janakpuri, New Delhi	District Centre, Janakpuri	District Centre, Janakpuri, New Delhi	77.0812700316	28.6302919288	Chinese, Thai, Momos	1100	Rs.	0	1	0	0	3	4.0	5BA829	Very Good	1193
8188	Over The Top	1	New Delhi	B 1/633, 3rd Floor, Above Pantaloons, Janakpuri, New Delhi	Janakpuri	Janakpuri, New Delhi	77.0845805481	28.6321258772	North Indian, Mughlai, Italian	1200	Rs.	0	1	0	0	3	3.9	9ACD32	Good	826
18381648	Berco's	1	New Delhi	1/ 2, Ground Floor, Near Patel Nagar Metro Station, East Patel Nagar, New Delhi	East Patel Nagar	East Patel Nagar, New Delhi	77.1697631478	28.6449484950	Chinese, Thai, Momos	1100	Rs.	0	1	0	0	3	4.0	5BA829	Very Good	694
311506	KFC	1	New Delhi	Upper Ground Floor, W-2/14, West Patel Nagar, New Delhi	West Patel Nagar	West Patel Nagar, New Delhi	77.1690382808	28.6453165895	Burger, Fast Food	500	Rs.	0	1	0	0	2	3.9	9ACD32	Good	868
313093	Kennedy's	1	New Delhi	B-1, West Patel Nagar, New Delhi	West Patel Nagar	West Patel Nagar, New Delhi	77.1648282185	28.6522095165	Chinese, Fast Food, Momos	550	Rs.	0	1	0	0	2	3.9	9ACD32	Good	875
410	Naivedyam	1	New Delhi	25/35, East Patel Nagar, New Delhi	East Patel Nagar	East Patel Nagar, New Delhi	77.1760432050	28.6437512226	South Indian	500	Rs.	0	1	0	0	2	4.0	5BA829	Very Good	891
4502	Eggspectation - Jaypee Siddharth	1	New Delhi	Jaypee Siddharth, 3, Rajendra Place, New Delhi	Jaypee Siddharth, Rajendra Place	Jaypee Siddharth, Rajendra Place, New Delhi	77.1753045917	28.6429017365	European, Continental, North Indian	3000	Rs.	1	0	0	0	4	4.2	5BA829	Very Good	657
18365851	Behrouz Biryani	1	New Delhi	West Patel Nagar, New Delhi	West Patel Nagar	West Patel Nagar, New Delhi	77.1657676622	28.6501243561	Biryani	650	Rs.	0	1	0	0	2	4.1	5BA829	Very Good	645
18531150	King Shawarma	1	New Delhi	12/19, Shop 3, East Patel Nagar, New Delhi	East Patel Nagar	East Patel Nagar, New Delhi	77.1736513451	28.6447142791	Fast Food, Chinese, Momos	400	Rs.	0	1	0	0	1	3.7	9ACD32	Good	490
308119	Domino's Pizza	1	New Delhi	Shop 2A-F, Ground Floor, Plot 1/1, Near Metro Station, East Patel Nagar, New Delhi	East Patel Nagar	East Patel Nagar, New Delhi	77.1692900000	28.6449800000	Pizza, Fast Food	600	Rs.	0	0	0	0	2	4.0	5BA829	Very Good	563
3974	Mitra Da Dhaba	1	New Delhi	Shop X-57, West Patel Nagar, New Delhi	West Patel Nagar	West Patel Nagar, New Delhi	77.1639155969	28.6495732689	North Indian	400	Rs.	0	0	0	0	1	3.8	9ACD32	Good	626
18788707	The Marketplace	1	New Delhi	A 7/8, Kailash Park, Near Metro Pillar 326, Opposite Kalra Hospital, Kirti Nagar, New Delhi	Kirti Nagar	Kirti Nagar, New Delhi	77.1383400000	28.6557640000	North Indian, Chinese, Asian	1300	Rs.	0	0	0	0	3	4.6	3F7E00	Terbaik	239
303350	Clay 1 Grill	1	New Delhi	A-10, 1st Floor, Najafgarh Road, Kirti Nagar, New Delhi	Kirti Nagar	Kirti Nagar, New Delhi	77.1386357769	28.6558071814	North Indian, Mughlai	1000	Rs.	0	0	0	0	3	4.2	5BA829	Very Good	1277
7396	Domino's Pizza	1	New Delhi	A-22, Ground Floor, Tagore Market, Kirti Nagar, New Delhi	Kirti Nagar	Kirti Nagar, New Delhi	77.1338100000	28.6548300000	Pizza, Fast Food	600	Rs.	0	0	0	0	2	4.0	5BA829	Very Good	657
7509	The Beer Cafe	1	New Delhi	218 & 219, 2nd Floor, Moments Mall, Kirti Nagar, New Delhi	Moments Mall, Kirti Nagar	Moments Mall, Kirti Nagar, New Delhi	77.1464242414	28.6568866333	North Indian, Finger Food	1550	Rs.	0	1	0	0	3	4.0	5BA829	Very Good	712
18337965	BTW	1	New Delhi	A-17, Tagore Market, Kirti Nagar, New Delhi	Kirti Nagar	Kirti Nagar, New Delhi	77.1372356638	28.6543717196	Street Food, South Indian, North Indian, Mithai	400	Rs.	0	1	0	0	1	4.1	5BA829	Very Good	446
216	Domino's Pizza	1	New Delhi	27-28, Central Market West, Punjabi Bagh, New Delhi	Punjabi Bagh	Punjabi Bagh, New Delhi	77.1343097091	28.6711961908	Pizza, Fast Food	600	Rs.	0	0	0	0	2	3.9	9ACD32	Good	623
1097	Haldiram's	1	New Delhi	19-A, Najafgarh Road, Moti Nagar, New Delhi	Moti Nagar	Moti Nagar, New Delhi	77.1497119591	28.6611343113	North Indian, Mithai, South Indian, Street Food, Fast Food, Chinese, Desserts	600	Rs.	0	0	0	0	2	4.0	5BA829	Very Good	524
305289	Kumar Samose Wala	1	New Delhi	2/31, Near Milan Cinema, Karampura, New Delhi	Karampura	Karampura, New Delhi	77.1439260989	28.6643960041	Street Food	100	Rs.	0	0	0	0	1	4.1	5BA829	Very Good	501
18238245	Malhotra's Zayeeka	1	New Delhi	Shop 23, Sudama Market, Moti Nagar, New Delhi	Moti Nagar	Moti Nagar, New Delhi	77.1390679479	28.6574918158	North Indian, Chinese	500	Rs.	0	1	0	0	2	3.7	9ACD32	Good	465
18597717	BlackJack	1	New Delhi	Shop 1, Plot 23, North West Avenue, Club Road, Punjabi Bagh West, Punjabi Bagh, New Delhi	Punjabi Bagh	Punjabi Bagh, New Delhi	77.1249591932	28.6664802923	American	500	Rs.	0	0	0	0	2	4.4	5BA829	Very Good	1482
18349771	TOS - Take Off Scarlet	1	New Delhi	13-C, North West Avenue, Club Road, Punjabi Bagh, New Delhi	Punjabi Bagh	Punjabi Bagh, New Delhi	77.1254942939	28.6663111385	North Indian, Italian, Chinese, Continental	1200	Rs.	0	0	0	0	3	4.0	5BA829	Very Good	1946
18500611	Sixth Empirica	1	New Delhi	Building 6, 2nd & 3rd Floor, NWA, Punjabi Bagh Club Road, Punjabi Bagh, New Delhi	Punjabi Bagh	Punjabi Bagh, New Delhi	77.1230320260	28.6665241252	North Indian, Italian, Continental	1200	Rs.	1	0	0	0	3	4.2	5BA829	Very Good	1303
18727335	Verandah Moonshine	1	New Delhi	2/85, Third Floor, West Punjabi Bagh Club Road, Punjabi Bagh, New Delhi	Punjabi Bagh	Punjabi Bagh, New Delhi	0.0000000000	0.0000000000	North Indian	1500	Rs.	0	0	0	0	3	4.3	5BA829	Very Good	618
18460322	Tornado Cafe & Resto Bar	1	New Delhi	3rd Floor A, NWA, Club Road, Punjabi Bagh, New Delhi	Punjabi Bagh	Punjabi Bagh, New Delhi	77.1264394373	28.6665047093	Chinese, Continental, North Indian	1000	Rs.	0	1	0	0	3	4.3	5BA829	Very Good	835
18371393	Midnight Hunger Hub	1	New Delhi	Punjabi Bagh, New Delhi	Punjabi Bagh	Punjabi Bagh, New Delhi	77.1216117963	28.6668689038	North Indian, Fast Food, Italian, Asian	800	Rs.	0	1	0	0	2	4.3	5BA829	Very Good	1040
18669515	Nik Bakers	1	New Delhi	39, NWA, West Punjabi Bagh, Punjabi Bagh, New Delhi	Punjabi Bagh	Punjabi Bagh, New Delhi	77.1235989779	28.6666982797	Bakery, Desserts, Cafe	650	Rs.	0	0	0	0	2	4.2	5BA829	Very Good	748
18285715	Tossin Pizza	1	New Delhi	23, NWA Club Road, Punjabi Bagh, New Delhi	Punjabi Bagh	Punjabi Bagh, New Delhi	77.1248180419	28.6664193970	Pizza, Italian	900	Rs.	0	1	0	0	2	3.9	9ACD32	Good	760
310471	Masabaa	1	New Delhi	Building 37, Club Road, West Punjabi Bagh, Punjabi Bagh, New Delhi	Punjabi Bagh	Punjabi Bagh, New Delhi	77.1234132349	28.6668983217	North Indian, Chinese, Continental, Italian	2300	Rs.	0	1	0	0	4	4.0	5BA829	Very Good	1014
16519277	Andron	1	Goa	Mapusa Aldona Road, Nachinola, Goa Near Bank Of India	Moira	Moira, Goa	73.8538815826	15.5931729006	Goan	800	Rs.	0	0	0	0	3	3.8	9ACD32	Good	39
16518727	Bite N Sip	1	Goa	Bantora, Teliawada, Moira, Goa	Moira	Moira, Goa	73.8466121256	15.5949584068	Fast Food, Juices	100	Rs.	0	0	0	0	1	0	CBCBC8	Not rated	0
130888	The Black Sheep Bistro	1	Goa	Swami Vivekanand Road, Near ICICI Bank, Panaji, Goa	Panaji	Panaji, Goa	73.8253435493	15.4962349906	Seafood, Continental, European, German	1500	Rs.	0	0	0	0	4	4.9	3F7E00	Excellent	1755
18232814	Kokni Kanteen	1	Goa	Near Mahalaxmi Temple, Dr. Dada Vaidya Road, Panaji, Goa	Panaji	Panaji, Goa	73.8269813731	15.4965403087	Goan	550	Rs.	0	0	0	0	3	4.5	3F7E00	Excellent	745
16541849	The Fisherman's Wharf	1	Goa	D. B. Bandodkar Road, Campal, Panaji, Goa	Panaji	Panaji, Goa	73.8196237385	15.4938143999	Asian, Continental, Goan, North Indian, Seafood	1100	Rs.	0	1	0	0	4	4.6	3F7E00	Excellent	1127
16512168	Ritz Classic	1	Goa	1st Floor, Vagle Vision, 18th June Road, Panaji, Goa	Panaji	Panaji, Goa	73.8265518844	15.4984953031	Goan, Seafood, North Indian	600	Rs.	0	0	0	0	3	4.4	5BA829	Very Good	1520
16519231	Cafe Al Fresco by Cantina Bodega	1	Goa	Sunaparanta Centre For The Arts, Altinho, Panaji, Goa	Panaji	Panaji, Goa	73.8253435000	15.4937653000	Cafe	800	Rs.	0	0	0	0	3	4.4	5BA829	Very Good	582
16511470	Viva Panjim	1	Goa	178, 31st January Road, Behind Mary Immaculate High School, Fontainhas, Panaji, Goa	Panaji	Panaji, Goa	73.8312484324	15.4962588991	Goan, Portuguese	800	Rs.	0	0	0	0	3	4.4	5BA829	Very Good	859
130797	Mum's Kitchen	1	Goa	854, Martins Building, Dayanand Bandodkar Street, Panaji, Goa	Panaji	Panaji, Goa	73.8127358258	15.4872135258	Goan, Seafood	1700	Rs.	0	0	0	0	4	4.3	5BA829	Very Good	591
16541857	Cafe Basil	1	Goa	Estrocio Residency, Opposite Kamat Complex, Tonca Caranzalem, Panaji, Goa	Panaji	Panaji, Goa	73.8138680533	15.4801222786	Cafe	500	Rs.	0	0	0	0	3	4.3	5BA829	Very Good	343
16511560	Tao	1	Goa	A-1, Pinto Arcade, Opposite Panjim Gynkhana, Campal, Panaji, Goa	Panaji	Panaji, Goa	73.8159088790	15.4906913694	Asian, Chinese, Thai	1200	Rs.	0	0	0	0	4	4.1	5BA829	Very Good	361
130128	Kamlabai	1	Goa	Kasarwada, Khorlim, Mapusa, Goa	Mapusa	Mapusa, Goa	73.8041799143	15.5911367780	Seafood, North Indian, Chinese	700	Rs.	0	0	0	0	3	4.0	5BA829	Very Good	229
130189	Navtara Veg Restaurant	1	Goa	Bosham Complex, Calangute Road, Mapusa, Goa	Mapusa	Mapusa, Goa	73.8064195588	15.5909494731	North Indian, South Indian, Chinese	650	Rs.	0	0	0	0	3	3.8	9ACD32	Good	173
17805781	Le Jardin	1	Goa	Opposite Municipal Garden, Mapusa, Goa	Mapusa	Mapusa, Goa	73.8108975068	15.5907673351	Goan, North Indian, Chinese	700	Rs.	0	0	0	0	3	3.8	9ACD32	Good	80
18126024	Cafe S.F Xavier	1	Goa	Shop 141, Market Road, Municipal Market, Mapusa, Goa	Mapusa	Mapusa, Goa	73.8121385000	15.5886075000	Goan	700	Rs.	0	0	0	0	3	4.0	5BA829	Very Good	62
18558649	Navtara Veg Restaurant	1	Goa	MB Capitol Building, Near Police Station, Khorlim, Mapusa, Goa	Mapusa	Mapusa, Goa	73.8100123778	15.5904066109	North Indian, South Indian, Chinese	650	Rs.	0	0	0	0	3	3.8	9ACD32	Good	79
18229777	Cremeux Pizza & Bakery Café	1	Goa	Hotel Vilena, Ground Floor, Opposite Old Municipality Building, Mapusa, Goa	Mapusa	Mapusa, Goa	73.8121641800	15.5906520455	Fast Food	600	Rs.	0	0	0	0	3	3.6	9ACD32	Good	55
18813731	The Velchi	1	Goa	Opposite Dulher Church, Near Vision Hospital, Karaswada, Mapusa, Goa	Mapusa	Mapusa, Goa	0.0000000000	0.0000000000	North Indian, Goan, Chinese	750	Rs.	0	0	0	0	3	3.3	CDD614	Average	43
17805800	Goan Spice	1	Goa	Guamwadi, Anjuna Siolim Road,, Mapusa, Mapusa, Goa	Mapusa	Mapusa, Goa	0.0000000000	0.0000000000	Goan, Chinese, Continental	450	Rs.	0	0	0	0	2	3.9	9ACD32	Good	60
